Texts,Sentiment
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",0
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,0
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",0
The air traffic of Finland has been in stoppage since then .,0
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,0
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,0
The situation of coated magazine printing paper will continue to be weak .,0
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,0
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",0
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",0
And U.S. energy executives say high steel prices are threatening energy exploration .,0
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",0
"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",0
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",0
"Divisional sales demand in the half remained `` inconsistent '' , it added .",0
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",0
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,0
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,0
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",0
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",0
Full-year operating result for 2008 was 3.6 million negative .,0
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,0
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",0
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,0
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,0
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",0
Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .,0
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",0
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",0
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",0
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,0
Net sales have been eaten by the weak US dollar .,0
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",0
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,0
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",0
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",0
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",0
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",0
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",0
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,0
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,0
Reported operating margin was a negative 5.9 % .,0
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,0
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,0
The acquisition of +àlandsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,0
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",0
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,0
The maritime administration said the ships had ignored warnings about the icy conditions .,0
"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow .",0
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",0
The recent troubles simply make NETeller cheaper .,0
The union filed a grievance over the company 's overtime assignment policies .,0
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",0
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,0
"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",0
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",0
"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",0
"`` We cut our frequency to New York last year , which explains the fall , '' he said .",0
"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",0
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,0
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",0
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",0
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,0
EPS dropped to EUR0 .2 from EUR0 .3 .,0
"Kiosk and cinema operations have suffered , in particular .",0
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,0
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,0
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,0
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,0
The dismissed staff members will now take the matter to court unless it can be settled outside .,0
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",0
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",0
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",0
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",0
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",0
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",0
The first ship has been delayed and is estimated to be completed in spring 2010 .,0
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",0
